Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,25.150000,25.200001,25.049999,25.200001,24.191999,10237134
2019-04-17,25.150000,25.250000,25.100000,25.250000,24.240000,8426283
2019-04-18,25.049999,25.150000,25.000000,25.100000,24.096001,7833384
2019-04-19,25.100000,25.200001,25.049999,25.200001,24.191999,3999385
2019-04-22,25.150000,25.150000,25.049999,25.100000,24.096001,3068957
2019-04-23,25.049999,25.150000,25.049999,25.150000,24.143999,5406013
2019-04-24,25.100000,25.100000,25.000000,25.100000,24.096001,5783700
2019-04-25,25.100000,25.100000,25.000000,25.000000,24.000000,6795483
2019-04-26,25.000000,25.100000,25.000000,25.100000,24.096001,6713917
2019-04-29,25.100000,25.100000,25.000000,25.100000,24.096001,8357769
2019-04-30,25.049999,25.049999,24.900000,24.950001,23.952000,17558136
2019-05-02,24.950001,25.049999,24.900000,24.900000,23.903999,9117479
2019-05-03,24.950001,25.100000,24.950001,25.100000,24.096001,8451368
2019-05-06,25.000000,25.049999,24.799999,25.000000,24.000000,14546858
2019-05-07,25.000000,25.100000,24.950001,25.100000,24.096001,12469170
2019-05-08,25.000000,25.049999,24.900000,25.049999,24.047998,11887079
2019-05-09,24.900000,24.950001,24.700001,24.700001,23.712000,18581855
2019-05-10,24.700001,24.799999,24.549999,24.549999,23.567999,13405978
2019-05-13,24.549999,24.650000,24.400000,24.450001,23.472000,14816320
2019-05-14,24.299999,24.299999,24.100000,24.100000,23.136000,34992994
2019-05-15,24.100000,24.200001,24.000000,24.000000,23.039999,23316153
2019-05-16,24.000000,24.250000,23.900000,24.000000,23.039999,21472452
2019-05-17,24.049999,24.200001,24.000000,24.000000,23.039999,17503738
2019-05-20,24.150000,24.400000,24.100000,24.200001,23.232000,11420781
2019-05-21,24.350000,24.700001,24.299999,24.650000,23.664000,20862115
2019-05-22,24.299999,24.450001,24.150000,24.450001,23.472000,13421435
2019-05-23,24.450001,24.450001,24.200001,24.450001,23.472000,10874568
2019-05-24,24.549999,24.549999,24.299999,24.400000,23.424000,8087568
2019-05-27,24.299999,24.299999,24.200001,24.299999,23.327999,11718047
2019-05-28,24.299999,24.500000,24.250000,24.299999,23.327999,107662939
2019-05-29,24.299999,24.299999,24.100000,24.100000,23.136000,17136250
2019-05-30,24.100000,24.200001,24.049999,24.100000,23.136000,16528289
2019-05-31,24.049999,24.299999,24.049999,24.299999,23.327999,11070314
2019-06-03,24.200001,24.299999,24.000000,24.150000,23.184000,10213351
2019-06-04,24.150000,24.200001,24.049999,24.200001,23.232000,13451836
2019-06-05,24.200001,24.350000,24.200001,24.200001,23.232000,13401487
2019-06-06,24.200001,24.350000,24.150000,24.350000,23.375999,10872021
2019-06-10,24.400000,24.500000,24.299999,24.500000,23.519999,9172717
2019-06-11,24.500000,24.500000,24.350000,24.400000,23.424000,8238847
2019-06-12,24.350000,24.549999,24.350000,24.549999,23.567999,9911658
2019-06-13,24.450001,24.549999,24.400000,24.450001,23.472000,11120959
2019-06-14,24.450001,24.650000,24.450001,24.500000,23.519999,12612048
2019-06-17,24.500000,24.549999,24.400000,24.549999,23.567999,10442643
2019-06-18,24.500000,24.600000,24.450001,24.600000,23.615999,13940181
2019-06-19,24.650000,24.950001,24.600000,24.950001,23.952000,20541443
2019-06-20,24.950001,25.000000,24.600000,24.799999,23.807999,20154527
2019-06-21,24.750000,25.000000,24.750000,25.000000,24.000000,22928607
2019-06-24,24.700001,25.000000,24.700001,25.000000,24.000000,11968397
2019-06-25,24.850000,25.000000,24.850000,25.000000,24.000000,11058684
2019-06-26,24.900000,25.000000,24.900000,24.900000,23.903999,8333114
2019-06-27,24.900000,25.049999,24.900000,24.900000,23.903999,22132229
2019-06-28,25.049999,25.049999,24.900000,24.950001,23.952000,11189598
2019-07-01,24.799999,25.000000,24.799999,24.850000,23.855999,7507599
2019-07-02,24.799999,24.850000,24.600000,24.600000,23.615999,12771920
2019-07-03,24.600000,24.850000,24.549999,24.700001,23.712000,8566261
2019-07-04,24.600000,24.799999,24.600000,24.650000,23.664000,6319355
2019-07-05,24.549999,24.799999,24.549999,24.700001,23.712000,5204774
2019-07-08,24.650000,24.799999,24.600000,24.799999,23.807999,6696632
2019-07-09,24.750000,24.799999,24.600000,24.650000,23.664000,9385104
2019-07-10,24.700001,24.900000,24.650000,24.850000,23.855999,6622824
2019-07-11,24.950001,24.950001,24.799999,24.799999,23.807999,5005394
2019-07-12,24.650000,24.850000,24.650000,24.799999,23.807999,6549559
2019-07-15,24.799999,24.900000,24.650000,24.700001,23.712000,8014559
2019-07-16,24.700001,24.850000,24.650000,24.850000,23.855999,11463897
2019-07-17,24.700001,24.850000,24.700001,24.850000,23.855999,7723099
2019-07-18,24.799999,24.850000,24.700001,24.700001,23.712000,5597128
2019-07-19,24.850000,25.000000,24.799999,24.900000,23.903999,12062587
2019-07-22,24.900000,25.000000,24.900000,24.900000,23.903999,10429780
2019-07-23,24.900000,25.000000,24.900000,24.900000,23.903999,13113425
2019-07-24,24.950001,25.000000,24.900000,25.000000,24.000000,20031451
2019-07-25,24.000000,24.250000,24.000000,24.100000,24.100000,28287126
2019-07-26,24.150000,24.200001,24.049999,24.200001,24.200001,10912806
2019-07-29,24.150000,24.250000,24.100000,24.150000,24.150000,9175456
2019-07-30,24.049999,24.200001,24.049999,24.100000,24.100000,8133422
2019-07-31,24.100000,24.150000,24.000000,24.000000,24.000000,12955788
2019-08-01,23.950001,23.950001,23.799999,23.799999,23.799999,17995893
2019-08-02,23.650000,23.700001,23.500000,23.650000,23.650000,21205688
2019-08-05,23.600000,23.600000,23.450001,23.500000,23.500000,18999664
2019-08-06,23.299999,23.600000,23.200001,23.500000,23.500000,13220529
2019-08-07,23.400000,23.500000,23.299999,23.299999,23.299999,19334428
2019-08-08,23.299999,23.500000,23.299999,23.400000,23.400000,9832121
2019-08-12,23.299999,23.450001,23.250000,23.299999,23.299999,12111751
2019-08-13,23.299999,23.350000,23.250000,23.250000,23.250000,11017941
2019-08-14,23.250000,23.400000,23.200001,23.200001,23.200001,11973101
2019-08-15,23.200001,23.200001,23.049999,23.049999,23.049999,12368931
2019-08-16,23.000000,23.299999,23.000000,23.100000,23.100000,17858377
2019-08-19,23.100000,23.200001,23.049999,23.049999,23.049999,14183855
2019-08-20,23.049999,23.150000,23.049999,23.049999,23.049999,12949654
2019-08-21,23.049999,23.100000,23.000000,23.049999,23.049999,11897471
2019-08-22,23.049999,23.150000,23.000000,23.150000,23.150000,14844145
2019-08-23,23.150000,23.150000,23.000000,23.150000,23.150000,12828191
2019-08-26,null,null,null,null,null,null
2019-08-27,22.950001,23.000000,22.850000,22.850000,22.850000,33335793
2019-08-28,22.850000,23.100000,22.799999,23.100000,23.100000,15090420
2019-08-29,23.000000,23.049999,22.850000,22.950001,22.950001,14569300
2019-08-30,23.000000,23.150000,23.000000,23.150000,23.150000,14127578
2019-09-02,23.150000,23.200001,23.049999,23.200001,23.200001,7503112
2019-09-03,23.200001,23.200001,23.000000,23.000000,23.000000,10116829
2019-09-04,23.000000,23.150000,22.950001,23.000000,23.000000,14929857
2019-09-05,23.000000,23.200001,23.000000,23.150000,23.150000,13890899
2019-09-06,23.150000,23.200001,23.049999,23.150000,23.150000,9648853
2019-09-10,23.200001,23.350000,23.150000,23.350000,23.350000,13851246
2019-09-11,23.400000,23.549999,23.350000,23.500000,23.500000,14531677
2019-09-12,23.549999,23.650000,23.500000,23.500000,23.500000,11829725
2019-09-16,23.549999,23.600000,23.450001,23.549999,23.549999,11415555
2019-09-17,23.500000,23.500000,23.200001,23.200001,23.200001,15376997
2019-09-18,23.150000,23.350000,23.150000,23.200001,23.200001,13380357
2019-09-19,23.200001,23.299999,23.100000,23.200001,23.200001,9523513
2019-09-20,23.150000,23.450001,23.100000,23.450001,23.450001,20587641
2019-09-23,23.200001,23.299999,23.150000,23.150000,23.150000,12123780
2019-09-24,23.150000,23.200001,23.049999,23.200001,23.200001,11838697
2019-09-25,23.100000,23.150000,23.049999,23.100000,23.100000,12747578
2019-09-26,23.100000,23.200001,23.049999,23.100000,23.100000,8795904
2019-09-27,23.100000,23.150000,23.000000,23.000000,23.000000,13139740
2019-10-01,23.299999,23.299999,22.950001,23.049999,23.049999,20467311
2019-10-02,23.000000,23.049999,22.950001,22.950001,22.950001,8073265
2019-10-03,22.900000,22.900000,22.850000,22.850000,22.850000,14660517
2019-10-04,22.850000,23.000000,22.850000,22.850000,22.850000,12311718
2019-10-07,22.850000,22.950001,22.850000,22.950001,22.950001,7082149
2019-10-08,22.950001,23.150000,22.950001,23.049999,23.049999,8410629
2019-10-09,23.000000,23.049999,22.900000,22.900000,22.900000,8395919
2019-10-14,23.150000,23.150000,23.000000,23.150000,23.150000,10130095
2019-10-15,23.049999,23.200001,23.000000,23.200001,23.200001,7736888
2019-10-16,23.150000,23.200001,23.049999,23.200001,23.200001,10424339
2019-10-17,23.200001,23.299999,23.100000,23.250000,23.250000,13600442
2019-10-18,23.250000,23.299999,23.200001,23.250000,23.250000,8434892
2019-10-21,23.250000,23.299999,23.150000,23.299999,23.299999,9349682
2019-10-22,23.299999,23.400000,23.250000,23.400000,23.400000,11861903
2019-10-23,23.400000,23.400000,23.150000,23.400000,23.400000,12454418
2019-10-24,23.400000,23.500000,23.299999,23.500000,23.500000,10405879
2019-10-25,23.450001,23.450001,23.250000,23.450001,23.450001,7217426
2019-10-28,23.450001,23.450001,23.299999,23.350000,23.350000,7784941
2019-10-29,23.400000,23.450001,23.299999,23.400000,23.400000,8971470
2019-10-30,23.400000,23.500000,23.299999,23.500000,23.500000,11939410
2019-10-31,23.549999,23.549999,23.400000,23.450001,23.450001,14076433
2019-11-01,23.450001,23.549999,23.400000,23.549999,23.549999,10732817
2019-11-04,23.500000,23.600000,23.450001,23.600000,23.600000,12504864
2019-11-05,23.500000,23.799999,23.500000,23.799999,23.799999,14864183
2019-11-06,23.799999,23.799999,23.600000,23.650000,23.650000,9285656
2019-11-07,23.650000,23.750000,23.600000,23.750000,23.750000,8171549
2019-11-08,23.750000,23.850000,23.700001,23.799999,23.799999,7957865
2019-11-11,23.799999,23.799999,23.549999,23.799999,23.799999,8746046
2019-11-12,23.799999,23.799999,23.650000,23.799999,23.799999,5928279
2019-11-13,23.600000,23.650000,23.350000,23.350000,23.350000,12743915
2019-11-14,23.299999,23.299999,23.200001,23.200001,23.200001,8608631
2019-11-15,23.500000,23.500000,23.200001,23.200001,23.200001,8105474
2019-11-18,23.250000,23.450001,23.250000,23.450001,23.450001,6496579
2019-11-19,23.250000,23.500000,23.250000,23.500000,23.500000,7041253
2019-11-20,23.350000,23.500000,23.299999,23.500000,23.500000,7774977
2019-11-21,23.299999,23.400000,23.200001,23.400000,23.400000,12219180
2019-11-22,23.299999,23.450001,23.250000,23.450001,23.450001,6804281
2019-11-25,23.450001,23.500000,23.350000,23.450001,23.450001,10334849
2019-11-26,23.450001,23.650000,23.400000,23.549999,23.549999,39475716
2019-11-27,23.549999,23.650000,23.549999,23.650000,23.650000,8159690
2019-11-28,23.600000,23.700001,23.500000,23.700001,23.700001,10107760
2019-11-29,23.600000,23.600000,23.400000,23.400000,23.400000,8074593
2019-12-02,23.350000,23.500000,23.299999,23.400000,23.400000,8046992
2019-12-03,23.450001,23.549999,23.400000,23.549999,23.549999,6538692
2019-12-04,23.500000,23.600000,23.400000,23.600000,23.600000,8583516
2019-12-05,23.450001,23.549999,23.400000,23.450001,23.450001,7577445
2019-12-06,23.400000,23.450001,23.299999,23.400000,23.400000,8894116
2019-12-09,23.400000,23.400000,23.299999,23.400000,23.400000,8344709
2019-12-10,23.400000,23.450001,23.350000,23.450001,23.450001,8294447
2019-12-11,23.400000,23.500000,23.350000,23.500000,23.500000,9167693
2019-12-12,23.500000,23.600000,23.450001,23.450001,23.450001,15705566
2019-12-13,23.600000,23.700001,23.549999,23.700001,23.700001,17566407
2019-12-16,23.700001,23.700001,23.500000,23.500000,23.500000,131462
2019-12-17,23.500000,23.799999,23.450001,23.799999,23.799999,15212772
2019-12-18,23.750000,23.900000,23.650000,23.900000,23.900000,16407687
2019-12-19,23.799999,23.850000,23.700001,23.700001,23.700001,8079034
2019-12-20,23.650000,23.799999,23.549999,23.650000,23.650000,24997102
2019-12-23,23.650000,23.900000,23.600000,23.900000,23.900000,10733748
2019-12-24,23.799999,23.900000,23.750000,23.850000,23.850000,5301122
2019-12-25,23.850000,23.900000,23.799999,23.799999,23.799999,5831507
2019-12-26,23.799999,23.900000,23.799999,23.900000,23.900000,5872089
2019-12-27,23.900000,23.950001,23.799999,23.950001,23.950001,7117325
2019-12-30,23.950001,24.049999,23.950001,24.000000,24.000000,16671769
2019-12-31,24.000000,24.100000,23.900000,23.900000,23.900000,14810772
2020-01-02,24.000000,24.100000,23.900000,24.000000,24.000000,6939981
2020-01-03,24.049999,24.100000,23.950001,24.100000,24.100000,12353288
2020-01-06,24.000000,24.049999,23.799999,23.799999,23.799999,7042674
2020-01-07,23.799999,23.900000,23.700001,23.700001,23.700001,7693624
2020-01-08,23.700001,23.700001,23.500000,23.549999,23.549999,9093876
2020-01-09,23.549999,23.799999,23.549999,23.750000,23.750000,8137459
2020-01-10,23.799999,23.900000,23.700001,23.850000,23.850000,7270995
2020-01-13,23.900000,24.000000,23.850000,24.000000,24.000000,9763148
2020-01-14,24.000000,24.049999,23.900000,24.049999,24.049999,7882342
2020-01-15,24.000000,24.049999,23.900000,24.049999,24.049999,10148530
2020-01-16,24.000000,24.049999,23.900000,24.000000,24.000000,5347528
2020-01-17,24.000000,24.049999,23.950001,24.049999,24.049999,6410978
2020-01-20,24.000000,24.100000,24.000000,24.049999,24.049999,6941985
2020-01-30,23.450001,23.500000,23.000000,23.000000,23.000000,39414010
2020-01-31,23.000000,23.350000,23.000000,23.100000,23.100000,18198559
2020-02-03,23.000000,23.150000,22.850000,23.000000,23.000000,19364728
2020-02-04,23.700001,23.700001,23.200001,23.200001,23.200001,13835398
2020-02-05,23.200001,23.400000,23.049999,23.250000,23.250000,10362337
2020-02-06,23.250000,23.500000,23.200001,23.350000,23.350000,12028716
2020-02-07,23.299999,23.350000,23.200001,23.299999,23.299999,7882927
2020-02-10,23.250000,23.450001,23.200001,23.450001,23.450001,11393229
2020-02-11,23.400000,23.500000,23.299999,23.450001,23.450001,6317000
